payment_id,order_id,customer_id,amount,currency,txn_date,merchant_name,merchant_category,billing_descriptor,descriptor_matches_brand,card_network,card_country,customer_city,is_digital_goods,has_tracking,tracking_number,delivery_days,delivery_date,delivery_confirmed,days_since_delivery,contacted_support,support_contacts_count,past_disputes,past_disputes_won,refund_requested,refund_status,dispute_filed,dispute_type,dispute_date,dispute_reason_code,dispute_outcome
pay_91565867217900,order_904725951409,cust_27927,5307.19,INR,2026-08-25,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,RuPay,IN,Surat,True,False,,0,2026-08-25,False,28,True,1,0,0,False,none,False,none,,,
pay_10383259281808,order_834494165860,cust_78569,2176.91,INR,2026-08-25,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Hyderabad,False,True,Ecom Express-417130941,2,2026-08-27,False,30,True,2,0,0,True,denied,True,legitimate,2026-09-09,R07,won
pay_13886684428409,order_387635680418,cust_53025,1624.92,INR,2026-08-22,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Chennai,False,True,DTDC-477040284,6,2026-08-28,True,21,False,0,0,0,False,none,False,none,,,
pay_35493028558874,order_204341008026,cust_72355,4323.15,INR,2026-08-22,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,RuPay,IN,Bhopal,True,False,,0,2026-08-22,True,10,True,3,0,0,True,denied,True,legitimate,2026-09-20,R04,won
pay_18476637767051,order_210552841781,cust_91057,4809.0,INR,2026-08-20,FitGear Sports,sports,FITGEAR*SPORTS,True,RuPay,IN,Hyderabad,False,True,Ecom Express-583736219,4,2026-08-24,True,36,False,0,0,0,False,none,False,none,,,
pay_28572797827606,order_726373620828,cust_94694,3194.22,INR,2026-08-24,FitGear Sports,sports,FITGEAR*SPORTS,True,Mastercard,IN,Mumbai,False,True,Delhivery-631381642,4,2026-08-28,True,33,False,0,0,0,False,none,False,none,,,
pay_68386061282641,order_462527878842,cust_40735,5736.72,INR,2026-08-03,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Chennai,False,True,India Post-186519602,2,2026-08-05,True,13,False,0,0,0,False,none,False,none,,,
pay_13628673763174,order_113450992449,cust_29340,2694.95,INR,2026-08-08,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Indore,False,True,BlueDart-397721596,7,2026-08-15,True,11,False,0,0,0,False,none,False,none,,,
pay_83151219431214,order_870573211450,cust_23624,11856.99,INR,2026-08-22,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Visa,IN,Hyderabad,False,True,Delhivery-550773824,4,2026-08-26,True,10,False,0,0,0,False,none,True,friendly_fraud,2026-08-31,13.1,lost
pay_42367584814255,order_662971807174,cust_39215,12305.94,INR,2026-08-13,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Mastercard,AE,Pune,False,True,DTDC-622763616,7,2026-08-20,True,30,False,0,0,0,False,none,True,cross_border,2026-09-06,4837,lost
pay_16366713221633,order_157555059831,cust_95755,7070.36,INR,2026-08-20,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Surat,False,True,India Post-108780419,7,2026-08-27,True,25,True,3,0,0,False,none,False,none,,,
pay_65704257937363,order_109768818868,cust_60422,1673.01,INR,2026-08-10,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Mastercard,IN,Nagpur,False,True,Delhivery-509486794,5,2026-08-15,True,1,False,0,0,0,False,none,False,none,,,
pay_59023365206785,order_475001713595,cust_99070,3757.66,INR,2026-08-13,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Mastercard,IN,Lucknow,False,True,Delhivery-470405910,1,2026-08-14,True,5,False,0,0,0,False,none,False,none,,,
pay_70654332995710,order_711813124945,cust_61068,1317.94,INR,2026-08-21,BookNest Online,books,BKNEST*ONLINE,False,RuPay,IN,Kolkata,False,True,BlueDart-105578324,3,2026-08-24,True,5,False,0,0,0,False,none,False,none,,,
pay_98231544646360,order_327914466021,cust_48854,3945.24,INR,2026-08-15,FitGear Sports,sports,FITGEAR*SPORTS,False,RuPay,IN,Bhopal,False,True,DTDC-651790232,1,2026-08-16,True,26,False,0,0,0,False,none,True,descriptor_confusion,2026-09-05,R01,lost
pay_64696991187214,order_505675310918,cust_49608,6608.28,INR,2026-08-21,FreshBasket Groceries,groceries,FRESHBSKT*GROC,False,RuPay,IN,Surat,False,True,Delhivery-148690765,1,2026-08-22,True,34,False,0,0,0,False,none,False,none,,,
pay_69522879234303,order_158931506885,cust_86869,4494.89,INR,2026-08-05,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Jaipur,True,False,,0,2026-08-05,False,26,False,0,0,0,False,none,False,none,,,
pay_22850653238513,order_735056084331,cust_45683,3279.22,INR,2026-08-23,BookNest Online,books,BKNEST*ONLINE,True,RuPay,IN,Jaipur,False,True,Ecom Express-186373782,5,2026-08-28,False,16,False,0,0,0,False,none,False,none,,,
pay_74348488506306,order_108901504899,cust_78522,4710.59,INR,2026-08-22,FitGear Sports,sports,FITGEAR*SPORTS,True,Visa,IN,Kolkata,False,True,Delhivery-819112790,6,2026-08-28,True,41,False,0,0,0,False,none,False,none,,,
pay_99172435339472,order_202086580471,cust_52217,2071.7,INR,2026-08-05,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Nagpur,False,True,Ecom Express-625552311,2,2026-08-07,True,28,False,0,0,0,False,none,False,none,,,
pay_55486385965255,order_446291261920,cust_32740,2121.4,INR,2026-08-05,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Lucknow,False,True,BlueDart-290209201,7,2026-08-12,True,37,False,0,0,0,False,none,False,none,,,
pay_99889874834758,order_504994102687,cust_40972,5263.75,INR,2026-08-09,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Mumbai,True,False,,0,2026-08-09,False,10,False,0,0,0,False,none,False,none,,,
pay_95373837565625,order_253873403927,cust_67163,8372.79,INR,2026-08-23,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,AE,Nagpur,False,True,DTDC-615346649,4,2026-08-27,True,20,False,0,0,0,False,none,True,cross_border,2026-09-04,R07,lost
pay_26150902990937,order_347152013493,cust_44675,5530.03,INR,2026-08-03,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,UPI,IN,Indore,True,False,,0,2026-08-03,False,12,False,0,0,0,False,none,False,none,,,
pay_52484313241449,order_199961152446,cust_30707,227.64,INR,2026-08-15,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,RuPay,IN,Ahmedabad,True,False,,0,2026-08-15,False,27,False,0,0,0,False,none,False,none,,,
pay_50741742112772,order_142420288918,cust_14888,6817.48,INR,2026-08-24,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Mastercard,IN,Bhopal,False,True,Ecom Express-999371401,2,2026-08-26,True,11,True,4,0,0,False,none,False,none,,,
pay_77446439555434,order_540587383200,cust_63627,6569.65,INR,2026-08-03,StyleHub Fashion,fashion,STYLHUB*FASHION,True,RuPay,IN,Surat,False,True,DTDC-359868249,3,2026-08-06,True,4,False,0,0,0,False,none,False,none,,,
pay_79104447120719,order_735516703300,cust_27842,7796.35,INR,2026-08-21,BookNest Online,books,BKNEST*ONLINE,True,RuPay,IN,Chennai,False,True,Delhivery-614332794,3,2026-08-24,True,44,False,0,0,0,False,none,False,none,,,
pay_84332547123553,order_146897401666,cust_94529,6777.95,INR,2026-08-16,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Indore,True,False,,0,2026-08-16,False,6,False,0,0,0,False,none,False,none,,,
pay_88991522897596,order_359368293256,cust_14234,6053.15,INR,2026-08-07,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,RuPay,IN,Kolkata,True,False,,21,2026-08-07,False,5,True,3,0,0,False,none,True,late_delivery,2026-09-02,R07,won
pay_69479705600890,order_406404042870,cust_13478,4091.81,INR,2026-08-08,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Jaipur,False,True,India Post-550455977,2,2026-08-10,True,10,False,0,0,0,False,none,False,none,,,
pay_50018675883899,order_626002054624,cust_80010,210.79,INR,2026-08-10,FreshBasket Groceries,groceries,FRESHBSKT*GROC,False,Mastercard,IN,Bangalore,False,True,BlueDart-694164665,3,2026-08-13,True,0,True,4,0,0,False,none,False,none,,,
pay_19625635259591,order_720753806333,cust_23526,6466.86,INR,2026-08-24,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Mastercard,IN,Kolkata,False,True,DTDC-247241457,4,2026-08-28,True,43,False,0,0,0,False,none,False,none,,,
pay_73133739096575,order_106937867936,cust_95191,6729.33,INR,2026-08-04,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Kolkata,False,True,Delhivery-141127742,3,2026-08-07,True,45,False,0,0,0,False,none,False,none,,,
pay_95981704043533,order_803756790472,cust_54185,210.28,INR,2026-08-06,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Indore,True,False,,0,2026-08-06,False,12,False,0,0,0,False,none,False,none,,,
pay_72737388660297,order_387954437064,cust_50416,1229.53,INR,2026-08-21,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Indore,False,True,Ecom Express-809786356,3,2026-08-24,True,13,False,0,0,0,False,none,True,friendly_fraud,2026-09-07,13.1,lost
pay_22332687660437,order_790038122566,cust_96585,5279.81,INR,2026-08-11,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Chennai,False,True,BlueDart-153295652,4,2026-08-15,True,23,False,0,0,0,False,none,True,friendly_fraud,2026-08-18,13.1,won
pay_51075850039498,order_875279701940,cust_82199,1350.35,INR,2026-08-23,FitGear Sports,sports,FITGEAR*SPORTS,False,RuPay,IN,Mumbai,False,True,BlueDart-341270488,7,2026-08-30,True,9,False,0,0,0,False,none,False,none,,,
pay_28401352370868,order_506993957088,cust_69446,3307.54,INR,2026-08-22,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Delhi,False,True,Delhivery-572022811,4,2026-08-26,True,20,False,0,0,0,False,none,False,none,,,
pay_55651404918886,order_163548952306,cust_39817,7375.26,INR,2026-08-22,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Kochi,False,True,BlueDart-916440738,6,2026-08-28,True,1,True,2,0,0,False,none,False,none,,,
pay_77310086102233,order_562997041133,cust_67372,2695.75,INR,2026-08-06,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Lucknow,False,True,BlueDart-500099988,7,2026-08-13,False,17,True,2,0,0,True,pending,True,legitimate,2026-09-11,R07,won
pay_47060164307834,order_699485657232,cust_57349,9635.0,INR,2026-08-22,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Visa,AE,Ahmedabad,False,True,BlueDart-142847338,6,2026-08-28,True,18,False,0,0,0,False,none,True,cross_border,2026-09-26,10.4,won
pay_74784936446450,order_436509220579,cust_63964,6280.64,INR,2026-08-11,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Indore,False,True,Delhivery-386480450,2,2026-08-13,True,14,True,1,0,0,False,none,False,none,,,
pay_51991802871188,order_840722961506,cust_27431,7008.85,INR,2026-08-22,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,RuPay,IN,Surat,False,True,BlueDart-291634595,5,2026-08-27,True,1,True,2,0,0,False,none,False,none,,,
pay_48724715782500,order_710147167088,cust_85511,1949.11,INR,2026-08-10,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Mastercard,IN,Kolkata,False,True,DTDC-354373770,3,2026-08-13,True,26,False,0,0,0,False,none,False,none,,,
pay_15956011715493,order_119053418099,cust_66446,4028.84,INR,2026-08-01,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Visa,IN,Bangalore,False,True,India Post-855561271,2,2026-08-03,True,4,False,0,0,0,False,none,False,none,,,
pay_27986520670401,order_871677274007,cust_55851,5342.2,INR,2026-08-19,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Chennai,False,True,Ecom Express-238460786,5,2026-08-24,True,21,True,4,0,0,False,none,False,none,,,
pay_98273700753006,order_386023551774,cust_25765,586.82,INR,2026-08-23,StyleHub Fashion,fashion,STYLHUB*FASHION,False,Visa,IN,Indore,False,True,Delhivery-327515325,7,2026-08-30,True,25,False,0,0,0,False,none,True,friendly_fraud,2026-09-15,13.1,lost
pay_10150732666152,order_624902647083,cust_95054,3036.94,INR,2026-08-03,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Bangalore,True,False,,0,2026-08-03,False,14,True,3,0,0,False,none,False,none,,,
pay_76625864994633,order_139742680014,cust_69988,1164.47,INR,2026-08-26,BookNest Online,books,BKNEST*ONLINE,True,RuPay,IN,Mumbai,False,True,BlueDart-949447049,2,2026-08-28,True,25,False,0,0,0,False,none,False,none,,,
pay_68167172436681,order_887397615467,cust_24316,2245.08,INR,2026-08-23,StyleHub Fashion,fashion,STYLHUB*FASHION,True,UPI,IN,Lucknow,False,True,Delhivery-360337343,1,2026-08-24,True,3,False,0,0,0,False,none,False,none,,,
pay_51093387719807,order_673582963489,cust_91232,4524.75,INR,2026-08-11,FreshBasket Groceries,groceries,FRESHBSKT*GROC,False,RuPay,IN,Lucknow,False,True,DTDC-868706268,26,2026-09-06,False,5,True,4,0,0,False,none,True,late_delivery,2026-10-05,R07,won
pay_73402572969086,order_989502767451,cust_86064,3136.8,INR,2026-08-17,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,RuPay,IN,Jaipur,False,True,BlueDart-582897882,7,2026-08-24,True,32,False,0,0,0,False,none,False,none,,,
pay_78199826853747,order_311039809640,cust_34347,3130.69,INR,2026-08-19,BookNest Online,books,BKNEST*ONLINE,True,Mastercard,IN,Ahmedabad,False,True,Delhivery-695832844,2,2026-08-21,True,39,True,3,0,0,False,none,False,none,,,
pay_55984223649238,order_745923273422,cust_20803,5644.01,INR,2026-08-14,FitGear Sports,sports,FITGEAR*SPORTS,True,RuPay,IN,Surat,False,True,India Post-263939376,3,2026-08-17,True,9,True,2,0,0,False,none,False,none,,,
pay_64417048717831,order_646263220416,cust_16265,6910.76,INR,2026-08-12,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Nagpur,True,False,,0,2026-08-12,False,23,False,0,0,0,False,none,False,none,,,
pay_93103695609730,order_136171878809,cust_39256,2272.01,INR,2026-08-24,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Bangalore,True,False,,0,2026-08-24,False,34,False,0,0,0,False,none,False,none,,,
pay_32867826161307,order_605651306822,cust_53914,946.78,INR,2026-08-20,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Chennai,False,True,India Post-662982736,4,2026-08-24,True,7,True,4,0,0,False,none,False,none,,,
pay_63572342813011,order_686118082741,cust_34906,1772.49,INR,2026-08-01,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Visa,IN,Kochi,False,True,Ecom Express-360482447,6,2026-08-07,True,35,False,0,0,0,False,none,False,none,,,
pay_60417320953796,order_172370655239,cust_58374,5587.85,INR,2026-08-09,BookNest Online,books,BKNEST*ONLINE,False,Mastercard,IN,Ahmedabad,False,True,DTDC-724870012,1,2026-08-10,True,29,False,0,0,0,False,none,False,none,,,
pay_28396299649049,order_509742378907,cust_14073,2192.96,INR,2026-08-02,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Mastercard,IN,Pune,False,True,India Post-903243119,5,2026-08-07,True,17,True,2,0,0,False,none,True,friendly_fraud,2026-09-05,4855,lost
pay_92473661087792,order_469801117324,cust_17806,13131.41,INR,2026-08-06,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Mumbai,False,True,Delhivery-931469703,1,2026-08-07,True,16,False,0,0,0,False,none,True,friendly_fraud,2026-09-01,13.1,lost
pay_53383644310494,order_975885943559,cust_19862,175.4,INR,2026-08-18,FitGear Sports,sports,FITGEAR*SPORTS,True,RuPay,IN,Bhopal,False,True,Delhivery-685823118,1,2026-08-19,True,8,False,0,0,0,False,none,False,none,,,
pay_21934248890712,order_663859569104,cust_66346,2365.91,INR,2026-08-10,FitGear Sports,sports,FITGEAR*SPORTS,True,RuPay,IN,Indore,False,True,DTDC-599277266,4,2026-08-14,True,10,False,0,0,0,False,none,False,none,,,
pay_61840326717915,order_840157038122,cust_90805,1382.93,INR,2026-08-11,StyleHub Fashion,fashion,STYLHUB*FASHION,True,UPI,IN,Kochi,False,True,India Post-461178244,5,2026-08-16,True,19,False,0,0,0,False,none,False,none,,,
pay_22591850793295,order_729866826929,cust_82135,1185.13,INR,2026-08-25,BookNest Online,books,BKNEST*ONLINE,True,Visa,IN,Bhopal,False,True,Ecom Express-612656440,6,2026-08-31,True,41,False,0,0,0,False,none,False,none,,,
pay_10081254310877,order_454759765684,cust_36071,4110.04,INR,2026-08-21,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Bangalore,True,False,,0,2026-08-21,False,33,False,0,0,0,False,none,False,none,,,
pay_85367938482324,order_623712684551,cust_97574,2380.59,INR,2026-08-05,StyleHub Fashion,fashion,STYLHUB*FASHION,True,Mastercard,IN,Kolkata,False,True,Ecom Express-912239392,5,2026-08-10,True,17,False,0,0,0,False,none,True,friendly_fraud,2026-08-26,4855,lost
pay_29697447010170,order_700094177194,cust_94108,6590.4,INR,2026-08-25,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Kochi,True,False,,0,2026-08-25,False,22,False,0,0,0,False,none,False,none,,,
pay_50765877843780,order_629578461757,cust_94076,740.74,INR,2026-08-01,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,RuPay,IN,Indore,False,True,Delhivery-923515952,5,2026-08-06,True,40,False,0,0,0,False,none,False,none,,,
pay_41187021268453,order_861946100998,cust_63271,775.43,INR,2026-08-07,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Mastercard,IN,Ahmedabad,False,True,Delhivery-841536135,4,2026-08-11,True,5,False,0,0,0,False,none,False,none,,,
pay_34918587522138,order_554757219856,cust_97416,5488.01,INR,2026-08-07,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,UPI,IN,Delhi,False,True,India Post-536344399,5,2026-08-12,True,10,False,0,0,0,False,none,False,none,,,
pay_33627987417573,order_198625676006,cust_33865,2871.75,INR,2026-08-23,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Lucknow,False,True,India Post-337184468,6,2026-08-29,True,14,False,0,0,0,False,none,True,friendly_fraud,2026-09-08,R07,lost
pay_45504010275889,order_189485261008,cust_27786,5177.36,INR,2026-08-03,FitGear Sports,sports,FITGEAR*SPORTS,True,RuPay,IN,Nagpur,False,True,BlueDart-379340713,4,2026-08-07,True,24,False,0,0,0,False,none,False,none,,,
pay_35881288189367,order_175250431014,cust_90689,7465.75,INR,2026-08-25,StyleHub Fashion,fashion,STYLHUB*FASHION,False,Mastercard,IN,Nagpur,False,True,Ecom Express-948157453,5,2026-08-30,True,19,False,0,0,0,False,none,True,descriptor_confusion,2026-09-09,4837,lost
pay_50319033883520,order_884383738449,cust_71736,1464.06,INR,2026-08-22,BookNest Online,books,BKNEST*ONLINE,True,Mastercard,IN,Indore,False,True,India Post-172512549,1,2026-08-23,True,25,True,1,0,0,False,none,False,none,,,
pay_77618176354323,order_676257961395,cust_92478,2529.96,INR,2026-08-19,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,UPI,IN,Mumbai,False,True,DTDC-803935444,7,2026-08-26,True,3,False,0,0,0,False,none,False,none,,,
pay_27151040458887,order_845492406305,cust_72888,3962.61,INR,2026-08-23,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Kolkata,True,False,,0,2026-08-23,False,17,False,0,0,0,False,none,False,none,,,
pay_50545485457093,order_412273997497,cust_30585,5317.04,INR,2026-08-09,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Hyderabad,False,True,BlueDart-268075622,1,2026-08-10,True,2,False,0,0,0,False,none,False,none,,,
pay_17114426274293,order_499079904668,cust_27779,11514.83,INR,2026-08-06,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Mastercard,IN,Indore,False,True,India Post-131082848,2,2026-08-08,True,21,False,0,0,0,False,none,True,friendly_fraud,2026-08-12,4855,lost
pay_10238096054069,order_691874457344,cust_88193,401.27,INR,2026-08-09,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Mastercard,IN,Pune,False,True,DTDC-568574364,5,2026-08-14,True,45,True,2,0,0,False,none,False,none,,,
pay_54657332424741,order_933009077155,cust_25906,4503.06,INR,2026-08-02,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Ahmedabad,True,False,,0,2026-08-02,False,35,True,4,0,0,False,none,False,none,,,
pay_58091668763796,order_945883794233,cust_97878,837.37,INR,2026-08-17,PixelCraft Digital,digital,PXLCRFT*DIGITAL,False,UPI,IN,Pune,True,False,,0,2026-08-17,False,19,False,0,0,0,False,none,False,none,,,
pay_45464765365054,order_765317675836,cust_53863,5083.63,INR,2026-08-26,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Delhi,True,False,,0,2026-08-26,False,24,False,0,0,0,False,none,False,none,,,
pay_31640991771838,order_602613191745,cust_23621,3450.68,INR,2026-08-22,PixelCraft Digital,digital,PXLCRFT*DIGITAL,False,RuPay,IN,Hyderabad,True,False,,0,2026-08-22,True,36,False,0,0,0,False,none,True,descriptor_confusion,2026-09-14,R01,lost
pay_17056876790315,order_626495033786,cust_38534,1599.38,INR,2026-08-05,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,RuPay,IN,Mumbai,True,False,,0,2026-08-05,False,20,False,0,0,0,False,none,False,none,,,
pay_23402953279884,order_827708540626,cust_98857,196.66,INR,2026-08-11,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Jaipur,False,True,India Post-877145921,5,2026-08-16,True,44,True,5,0,0,True,pending,True,legitimate,2026-09-10,13.3,won
pay_38614167323910,order_810088072580,cust_28920,2475.12,INR,2026-08-08,FitGear Sports,sports,FITGEAR*SPORTS,True,Mastercard,IN,Indore,False,True,BlueDart-703857319,4,2026-08-12,True,15,False,0,0,0,False,none,False,none,,,
pay_34501232357128,order_498545891235,cust_99381,7978.37,INR,2026-08-15,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,UPI,IN,Nagpur,False,True,DTDC-861863296,1,2026-08-16,True,10,False,0,0,0,False,none,False,none,,,
pay_82107153421350,order_478445964518,cust_90981,1328.24,INR,2026-08-02,FitGear Sports,sports,FITGEAR*SPORTS,True,Mastercard,IN,Mumbai,False,True,DTDC-575788930,6,2026-08-08,True,13,False,0,0,0,False,none,False,none,,,
pay_91701264467981,order_734313688652,cust_66420,2718.95,INR,2026-08-25,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Delhi,True,False,,0,2026-08-25,False,33,True,3,0,0,False,none,False,none,,,
pay_31447280699702,order_725199285280,cust_53478,5831.88,INR,2026-08-07,QuickMart Electronics,electronics,QKMART*ELECTRONICS,True,Visa,IN,Kolkata,False,True,Delhivery-207422565,3,2026-08-10,True,17,False,0,6,5,False,none,True,serial_disputer,2026-08-23,13.1,lost
pay_32298458666203,order_965391144066,cust_20592,1524.0,INR,2026-08-23,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Visa,IN,Ahmedabad,False,True,Delhivery-436525794,6,2026-08-29,True,10,True,5,0,0,True,denied,True,legitimate,2026-09-19,13.3,won
pay_52101793036644,order_857736637113,cust_70981,5367.71,INR,2026-08-09,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Visa,IN,Bhopal,True,False,,0,2026-08-09,False,4,False,0,0,0,False,none,False,none,,,
pay_36848312564970,order_581117672542,cust_29369,6745.06,INR,2026-08-25,PixelCraft Digital,digital,PXLCRFT*DIGITAL,False,RuPay,IN,Nagpur,True,False,,0,2026-08-25,False,44,False,0,0,0,False,none,False,none,,,
pay_90493024665535,order_286921720664,cust_56388,306.5,INR,2026-08-04,FitGear Sports,sports,FITGEAR*SPORTS,True,Mastercard,IN,Jaipur,False,True,India Post-942284665,3,2026-08-07,True,5,True,4,0,0,False,none,False,none,,,
pay_48666397392726,order_118411187094,cust_17923,3701.93,INR,2026-08-17,FreshBasket Groceries,groceries,FRESHBSKT*GROC,False,Visa,IN,Lucknow,False,True,India Post-618836510,6,2026-08-23,True,33,True,4,0,0,False,none,False,none,,,
pay_53219703705283,order_965094342411,cust_99091,7309.65,INR,2026-08-25,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,RuPay,IN,Bhopal,True,False,,0,2026-08-25,True,14,True,3,0,0,True,denied,True,legitimate,2026-09-20,R08,won
pay_52455218402812,order_667818065717,cust_28327,2583.89,INR,2026-08-14,BookNest Online,books,BKNEST*ONLINE,True,Mastercard,IN,Hyderabad,False,True,BlueDart-366467312,5,2026-08-19,True,44,False,0,0,0,False,none,False,none,,,
pay_40578190430950,order_163462710020,cust_18819,2000.5,INR,2026-08-01,BookNest Online,books,BKNEST*ONLINE,True,RuPay,IN,Delhi,False,True,Ecom Express-741866641,6,2026-08-07,True,14,True,1,0,0,False,none,False,none,,,
pay_19699758113494,order_614867756918,cust_42540,8032.43,INR,2026-08-23,FitGear Sports,sports,FITGEAR*SPORTS,True,RuPay,IN,Pune,False,True,DTDC-391261014,7,2026-08-30,True,11,False,0,0,0,False,none,True,friendly_fraud,2026-09-07,R07,won
pay_59507842098288,order_925916252414,cust_65069,1733.2,INR,2026-08-02,FitGear Sports,sports,FITGEAR*SPORTS,True,Mastercard,IN,Pune,False,True,India Post-846812123,1,2026-08-03,True,0,False,0,0,0,False,none,False,none,,,
pay_46753224363584,order_884502060113,cust_83591,4227.75,INR,2026-08-20,PixelCraft Digital,digital,PXLCRFT*DIGITAL,False,Mastercard,IN,Surat,True,True,India Post-753962570,0,2026-08-20,True,19,True,4,0,0,False,none,True,friendly_fraud,2026-09-12,4855,lost
pay_28673110658833,order_881603884433,cust_27481,3676.93,INR,2026-08-10,BookNest Online,books,BKNEST*ONLINE,True,UPI,IN,Bangalore,False,True,India Post-420955532,25,2026-09-04,False,9,True,3,0,0,False,none,True,late_delivery,2026-09-29,U05,lost
pay_67931935384410,order_644145185035,cust_63523,3812.55,INR,2026-08-03,PixelCraft Digital,digital,PXLCRFT*DIGITAL,False,RuPay,IN,Kolkata,True,False,,0,2026-08-03,False,10,False,0,0,0,False,none,False,none,,,
pay_44552375009184,order_405314892324,cust_95256,4221.32,INR,2026-08-24,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,Mastercard,IN,Chennai,False,True,India Post-931764920,4,2026-08-28,True,20,False,0,0,0,False,none,False,none,,,
pay_32479439255471,order_459976146311,cust_26059,2008.97,INR,2026-08-11,FitGear Sports,sports,FITGEAR*SPORTS,True,Mastercard,IN,Chennai,False,True,Delhivery-203950725,1,2026-08-12,True,15,False,0,0,0,False,none,False,none,,,
pay_95168780576714,order_722443538576,cust_91922,2267.44,INR,2026-08-18,FreshBasket Groceries,groceries,FRESHBSKT*GROC,True,RuPay,IN,Chennai,False,True,BlueDart-639633807,6,2026-08-24,True,42,False,0,0,0,False,none,False,none,,,
pay_38591229341787,order_445189549205,cust_75179,2940.55,INR,2026-08-09,PixelCraft Digital,digital,PXLCRFT*DIGITAL,True,Mastercard,IN,Ahmedabad,True,False,,0,2026-08-09,False,20,True,4,0,0,False,none,False,none,,,
